asv_id	System
ASV_600	Stream
ASV_612	Stream
ASV_613	Stream
ASV_653	Stream
ASV_654	Stream
ASV_655	Stream
ASV_656	Stream
ASV_752	Stream
ASV_780	Stream
ASV_781	Stream
ASV_849	Stream
ASV_850	Stream
ASV_851	Stream
ASV_909	Stream
ASV_34	Stream
ASV_55	Stream
ASV_60	Stream
ASV_120	Stream
ASV_153	Stream
ASV_155	Stream
ASV_163	Stream
ASV_255	Stream
ASV_256	Stream
ASV_340	Stream
ASV_346	Stream
ASV_360	Stream
ASV_405	Stream
ASV_407	Stream
ASV_435	Stream
ASV_499	Stream
ASV_527	Stream
ASV_594	Stream
ASV_601	Stream
ASV_657	Stream
ASV_658	Stream
ASV_718	Stream
ASV_719	Stream
ASV_720	Stream
ASV_782	Stream
ASV_783	Stream
ASV_784	Stream
ASV_785	Stream
ASV_910	Stream
ASV_959	Stream
ASV_9	Stream
ASV_10	Stream
ASV_20	Stream
ASV_22	Stream
ASV_25	Stream
ASV_43	Stream
ASV_48	Stream
ASV_71	Stream
ASV_73	Stream
ASV_80	Stream
ASV_87	Stream
ASV_96	Stream
ASV_97	Stream
ASV_98	Stream
ASV_127	Stream
ASV_129	Stream
ASV_154	Stream
ASV_168	Stream
ASV_177	Stream
ASV_183	Stream
ASV_211	Stream
ASV_242	Stream
ASV_243	Stream
ASV_263	Stream
ASV_267	Stream
ASV_268	Stream
ASV_269	Stream
ASV_279	Stream
ASV_280	Stream
ASV_309	Stream
ASV_325	Stream
ASV_329	Stream
ASV_331	Stream
ASV_332	Stream
ASV_343	Stream
ASV_357	Stream
ASV_358	Stream
ASV_386	Stream
ASV_404	Stream
ASV_411	Stream
ASV_463	Stream
ASV_494	Stream
ASV_498	Stream
ASV_515	Stream
ASV_524	Stream
ASV_556	Stream
ASV_558	Stream
ASV_559	Stream
ASV_563	Stream
ASV_610	Stream
ASV_611	Stream
ASV_637	Stream
ASV_659	Stream
ASV_694	Stream
ASV_714	Stream
ASV_715	Stream
ASV_716	Stream
ASV_717	Stream
ASV_721	Stream
ASV_751	Stream
ASV_776	Stream
ASV_777	Stream
ASV_778	Stream
ASV_779	Stream
ASV_842	Stream
ASV_844	Stream
ASV_845	Stream
ASV_848	Stream
ASV_852	Stream
ASV_853	Stream
ASV_911	Stream
ASV_912	Stream
ASV_913	Stream
ASV_960	Stream
ASV_144	Stream
ASV_169	Stream
ASV_210	Stream
ASV_293	Stream
ASV_294	Stream
ASV_345	Stream
ASV_359	Stream
ASV_377	Stream
ASV_385	Stream
ASV_401	Stream
ASV_408	Stream
ASV_437	Stream
ASV_438	Stream
ASV_465	Stream
ASV_492	Stream
ASV_497	Stream
ASV_528	Stream
ASV_560	Stream
ASV_614	Stream
ASV_615	Stream
ASV_616	Stream
ASV_660	Stream
ASV_661	Stream
ASV_662	Stream
ASV_663	Stream
ASV_695	Stream
ASV_699	Stream
ASV_713	Stream
ASV_722	Stream
ASV_723	Stream
ASV_786	Stream
ASV_787	Stream
ASV_788	Stream
ASV_789	Stream
ASV_854	Stream
ASV_855	Stream
ASV_856	Stream
ASV_857	Stream
ASV_858	Stream
ASV_914	Stream
ASV_857	Lagoon
ASV_961	Lagoon
ASV_962	Lagoon
ASV_133	Stream
ASV_282	Stream
ASV_292	Stream
ASV_362	Stream
ASV_561	Stream
ASV_617	Stream
ASV_664	Stream
ASV_724	Stream
ASV_725	Stream
ASV_753	Stream
ASV_766	Stream
ASV_790	Stream
ASV_791	Stream
ASV_859	Stream
ASV_915	Stream
ASV_963	Stream
ASV_101	Stream
ASV_206	Stream
ASV_513	Stream
ASV_747	Stream
ASV_792	Stream
ASV_838	Stream
ASV_846	Stream
ASV_860	Stream
ASV_916	Stream
ASV_917	Stream
ASV_964	Stream
